case_id,case,signal_slug,signal_label,total_return,annualized_return,max_drawdown,sharpe_ratio,orders,filled_orders,rejected_orders,trades,signal_symbols,start_date,end_date,run_dir,report_path
ten-buy-any-or-sell-exit-000066_20260524T160639193205Z,buy_any_or_sell_exit_000066,buy_any_or_sell_exit,任意十大买讯买入 + 任意十大卖讯卖出（中国长城）,0.005933856086,0.004868204434,-0.064228114136,0.10264515582,22,22,0,22.0,1,2025-01-02,2026-05-22,runs/ten_buy_sell_signals/buy_any_or_sell_exit_000066/ten-buy-any-or-sell-exit-000066_20260524T160639193205Z,runs/ten_buy_sell_signals/buy_any_or_sell_exit_000066/ten-buy-any-or-sell-exit-000066_20260524T160639193205Z/report.html
